,Fecha,Institución Financiera,Tipo,Subtipo,Valor,Tipo de moneda
328,8-2021,Banco Bice,Depósito,Depósitos a plazo,720.0,Dolar
329,9-2021,Banco Bice,Depósito,Depósitos a plazo,850.0,Dolar
330,1-2008,Banco Consorcio ,Depósito,Depósitos a plazo,6.0,Dolar
331,2-2008,Banco Consorcio ,Depósito,Depósitos a plazo,6.0,Dolar
332,3-2008,Banco Consorcio ,Depósito,Depósitos a plazo,13.0,Dolar
333,4-2008,Banco Consorcio ,Depósito,Depósitos a plazo,16.0,Dolar
334,5-2008,Banco Consorcio ,Depósito,Depósitos a plazo,18.0,Dolar
335,6-2008,Banco Consorcio ,Depósito,Depósitos a plazo,19.0,Dolar
336,7-2008,Banco Consorcio ,Depósito,Depósitos a plazo,21.0,Dolar
337,8-2008,Banco Consorcio ,Depósito,Depósitos a plazo,14.0,Dolar
338,9-2008,Banco Consorcio ,Depósito,Depósitos a plazo,13.0,Dolar
339,10-2008,Banco Consorcio ,Depósito,Depósitos a plazo,10.0,Dolar
340,11-2008,Banco Consorcio ,Depósito,Depósitos a plazo,15.0,Dolar
341,12-2008,Banco Consorcio ,Depósito,Depósitos a plazo,15.0,Dolar
342,1-2009,Banco Consorcio ,Depósito,Depósitos a plazo,15.0,Dolar
343,2-2009,Banco Consorcio ,Depósito,Depósitos a plazo,10.0,Dolar
344,3-2009,Banco Consorcio ,Depósito,Depósitos a plazo,10.0,Dolar
345,4-2009,Banco Consorcio ,Depósito,Depósitos a plazo,10.0,Dolar
346,5-2009,Banco Consorcio ,Depósito,Depósitos a plazo,10.0,Dolar
347,6-2009,Banco Consorcio ,Depósito,Depósitos a plazo,13.0,Dolar
348,7-2009,Banco Consorcio ,Depósito,Depósitos a plazo,14.0,Dolar
349,8-2009,Banco Consorcio ,Depósito,Depósitos a plazo,16.0,Dolar
350,9-2009,Banco Consorcio ,Depósito,Depósitos a plazo,10.0,Dolar
351,10-2009,Banco Consorcio ,Depósito,Depósitos a plazo,17.0,Dolar
352,11-2009,Banco Consorcio ,Depósito,Depósitos a plazo,13.0,Dolar
353,12-2009,Banco Consorcio ,Depósito,Depósitos a plazo,28.0,Dolar
354,1-2010,Banco Consorcio ,Depósito,Depósitos a plazo,25.0,Dolar
355,2-2010,Banco Consorcio ,Depósito,Depósitos a plazo,20.0,Dolar
356,3-2010,Banco Consorcio ,Depósito,Depósitos a plazo,24.0,Dolar
357,4-2010,Banco Consorcio ,Depósito,Depósitos a plazo,42.0,Dolar
358,5-2010,Banco Consorcio ,Depósito,Depósitos a plazo,75.0,Dolar
359,6-2010,Banco Consorcio ,Depósito,Depósitos a plazo,81.0,Dolar
360,7-2010,Banco Consorcio ,Depósito,Depósitos a plazo,78.0,Dolar
361,8-2010,Banco Consorcio ,Depósito,Depósitos a plazo,130.0,Dolar
362,9-2010,Banco Consorcio ,Depósito,Depósitos a plazo,199.0,Dolar
363,10-2010,Banco Consorcio ,Depósito,Depósitos a plazo,263.0,Dolar
364,11-2010,Banco Consorcio ,Depósito,Depósitos a plazo,365.0,Dolar
365,12-2010,Banco Consorcio ,Depósito,Depósitos a plazo,414.0,Dolar
366,1-2011,Banco Consorcio ,Depósito,Depósitos a plazo,386.0,Dolar
367,2-2011,Banco Consorcio ,Depósito,Depósitos a plazo,381.0,Dolar
368,3-2011,Banco Consorcio ,Depósito,Depósitos a plazo,353.0,Dolar
369,4-2011,Banco Consorcio ,Depósito,Depósitos a plazo,342.0,Dolar
370,5-2011,Banco Consorcio ,Depósito,Depósitos a plazo,419.0,Dolar
371,6-2011,Banco Consorcio ,Depósito,Depósitos a plazo,402.0,Dolar
372,7-2011,Banco Consorcio ,Depósito,Depósitos a plazo,364.0,Dolar
373,8-2011,Banco Consorcio ,Depósito,Depósitos a plazo,276.0,Dolar
374,9-2011,Banco Consorcio ,Depósito,Depósitos a plazo,249.0,Dolar
375,10-2011,Banco Consorcio ,Depósito,Depósitos a plazo,240.0,Dolar
376,11-2011,Banco Consorcio ,Depósito,Depósitos a plazo,208.0,Dolar
377,12-2011,Banco Consorcio ,Depósito,Depósitos a plazo,234.0,Dolar
378,1-2012,Banco Consorcio ,Depósito,Depósitos a plazo,267.0,Dolar
379,2-2012,Banco Consorcio ,Depósito,Depósitos a plazo,268.0,Dolar
380,3-2012,Banco Consorcio ,Depósito,Depósitos a plazo,283.0,Dolar
381,4-2012,Banco Consorcio ,Depósito,Depósitos a plazo,276.0,Dolar
382,5-2012,Banco Consorcio ,Depósito,Depósitos a plazo,254.0,Dolar
383,6-2012,Banco Consorcio ,Depósito,Depósitos a plazo,282.0,Dolar
384,7-2012,Banco Consorcio ,Depósito,Depósitos a plazo,300.0,Dolar
385,8-2012,Banco Consorcio ,Depósito,Depósitos a plazo,315.0,Dolar
386,9-2012,Banco Consorcio ,Depósito,Depósitos a plazo,375.0,Dolar
387,10-2012,Banco Consorcio ,Depósito,Depósitos a plazo,363.0,Dolar
388,11-2012,Banco Consorcio ,Depósito,Depósitos a plazo,436.0,Dolar
389,12-2012,Banco Consorcio ,Depósito,Depósitos a plazo,459.0,Dolar
390,1-2013,Banco Consorcio ,Depósito,Depósitos a plazo,353.0,Dolar
391,2-2013,Banco Consorcio ,Depósito,Depósitos a plazo,371.0,Dolar
392,3-2013,Banco Consorcio ,Depósito,Depósitos a plazo,384.0,Dolar
393,4-2013,Banco Consorcio ,Depósito,Depósitos a plazo,355.0,Dolar
394,5-2013,Banco Consorcio ,Depósito,Depósitos a plazo,368.0,Dolar
395,6-2013,Banco Consorcio ,Depósito,Depósitos a plazo,435.0,Dolar
396,7-2013,Banco Consorcio ,Depósito,Depósitos a plazo,456.0,Dolar
397,8-2013,Banco Consorcio ,Depósito,Depósitos a plazo,490.0,Dolar
398,9-2013,Banco Consorcio ,Depósito,Depósitos a plazo,454.0,Dolar
399,10-2013,Banco Consorcio ,Depósito,Depósitos a plazo,473.0,Dolar
400,11-2013,Banco Consorcio ,Depósito,Depósitos a plazo,445.0,Dolar
401,12-2013,Banco Consorcio ,Depósito,Depósitos a plazo,393.0,Dolar
402,1-2014,Banco Consorcio ,Depósito,Depósitos a plazo,435.0,Dolar
403,2-2014,Banco Consorcio ,Depósito,Depósitos a plazo,392.0,Dolar
404,3-2014,Banco Consorcio ,Depósito,Depósitos a plazo,402.0,Dolar
405,4-2014,Banco Consorcio ,Depósito,Depósitos a plazo,413.0,Dolar
406,5-2014,Banco Consorcio ,Depósito,Depósitos a plazo,476.0,Dolar
407,6-2014,Banco Consorcio ,Depósito,Depósitos a plazo,456.0,Dolar
408,7-2014,Banco Consorcio ,Depósito,Depósitos a plazo,414.0,Dolar
409,8-2014,Banco Consorcio ,Depósito,Depósitos a plazo,462.0,Dolar
410,9-2014,Banco Consorcio ,Depósito,Depósitos a plazo,488.0,Dolar
411,10-2014,Banco Consorcio ,Depósito,Depósitos a plazo,445.0,Dolar
412,11-2014,Banco Consorcio ,Depósito,Depósitos a plazo,523.0,Dolar
413,12-2014,Banco Consorcio ,Depósito,Depósitos a plazo,548.0,Dolar
414,1-2015,Banco Consorcio ,Depósito,Depósitos a plazo,495.0,Dolar
415,2-2015,Banco Consorcio ,Depósito,Depósitos a plazo,591.0,Dolar
416,3-2015,Banco Consorcio ,Depósito,Depósitos a plazo,659.0,Dolar
417,4-2015,Banco Consorcio ,Depósito,Depósitos a plazo,581.0,Dolar
418,5-2015,Banco Consorcio ,Depósito,Depósitos a plazo,670.0,Dolar
419,6-2015,Banco Consorcio ,Depósito,Depósitos a plazo,672.0,Dolar
420,7-2015,Banco Consorcio ,Depósito,Depósitos a plazo,713.0,Dolar
421,8-2015,Banco Consorcio ,Depósito,Depósitos a plazo,624.0,Dolar
422,9-2015,Banco Consorcio ,Depósito,Depósitos a plazo,660.0,Dolar
423,10-2015,Banco Consorcio ,Depósito,Depósitos a plazo,670.0,Dolar
424,11-2015,Banco Consorcio ,Depósito,Depósitos a plazo,632.0,Dolar
425,12-2015,Banco Consorcio ,Depósito,Depósitos a plazo,693.0,Dolar
426,1-2016,Banco Consorcio ,Depósito,Depósitos a plazo,689.0,Dolar
427,2-2016,Banco Consorcio ,Depósito,Depósitos a plazo,703.0,Dolar
428,3-2016,Banco Consorcio ,Depósito,Depósitos a plazo,726.0,Dolar
429,4-2016,Banco Consorcio ,Depósito,Depósitos a plazo,707.0,Dolar
430,5-2016,Banco Consorcio ,Depósito,Depósitos a plazo,611.0,Dolar
431,6-2016,Banco Consorcio ,Depósito,Depósitos a plazo,517.0,Dolar
432,7-2016,Banco Consorcio ,Depósito,Depósitos a plazo,536.0,Dolar
433,8-2016,Banco Consorcio ,Depósito,Depósitos a plazo,563.0,Dolar
434,9-2016,Banco Consorcio ,Depósito,Depósitos a plazo,656.0,Dolar
435,10-2016,Banco Consorcio ,Depósito,Depósitos a plazo,683.0,Dolar
436,11-2016,Banco Consorcio ,Depósito,Depósitos a plazo,660.0,Dolar
437,12-2016,Banco Consorcio ,Depósito,Depósitos a plazo,661.0,Dolar
438,1-2017,Banco Consorcio ,Depósito,Depósitos a plazo,710.0,Dolar
439,2-2017,Banco Consorcio ,Depósito,Depósitos a plazo,697.0,Dolar
440,3-2017,Banco Consorcio ,Depósito,Depósitos a plazo,703.0,Dolar
441,4-2017,Banco Consorcio ,Depósito,Depósitos a plazo,642.0,Dolar
442,5-2017,Banco Consorcio ,Depósito,Depósitos a plazo,702.0,Dolar
443,6-2017,Banco Consorcio ,Depósito,Depósitos a plazo,701.0,Dolar
444,7-2017,Banco Consorcio ,Depósito,Depósitos a plazo,657.0,Dolar
445,8-2017,Banco Consorcio ,Depósito,Depósitos a plazo,611.0,Dolar
446,9-2017,Banco Consorcio ,Depósito,Depósitos a plazo,669.0,Dolar
447,10-2017,Banco Consorcio ,Depósito,Depósitos a plazo,576.0,Dolar
448,11-2017,Banco Consorcio ,Depósito,Depósitos a plazo,545.0,Dolar
449,12-2017,Banco Consorcio ,Depósito,Depósitos a plazo,530.0,Dolar
450,1-2018,Banco Consorcio ,Depósito,Depósitos a plazo,535.0,Dolar
451,2-2018,Banco Consorcio ,Depósito,Depósitos a plazo,549.0,Dolar
452,3-2018,Banco Consorcio ,Depósito,Depósitos a plazo,438.0,Dolar
453,4-2018,Banco Consorcio ,Depósito,Depósitos a plazo,491.0,Dolar
454,5-2018,Banco Consorcio ,Depósito,Depósitos a plazo,454.0,Dolar
455,6-2018,Banco Consorcio ,Depósito,Depósitos a plazo,484.0,Dolar
456,7-2018,Banco Consorcio ,Depósito,Depósitos a plazo,393.0,Dolar
457,8-2018,Banco Consorcio ,Depósito,Depósitos a plazo,283.0,Dolar
458,9-2018,Banco Consorcio ,Depósito,Depósitos a plazo,367.0,Dolar
459,10-2018,Banco Consorcio ,Depósito,Depósitos a plazo,368.0,Dolar
460,11-2018,Banco Consorcio ,Depósito,Depósitos a plazo,404.0,Dolar
461,12-2018,Banco Consorcio ,Depósito,Depósitos a plazo,305.0,Dolar
462,1-2019,Banco Consorcio ,Depósito,Depósitos a plazo,445.0,Dolar
463,2-2019,Banco Consorcio ,Depósito,Depósitos a plazo,473.0,Dolar
464,3-2019,Banco Consorcio ,Depósito,Depósitos a plazo,550.0,Dolar
465,4-2019,Banco Consorcio ,Depósito,Depósitos a plazo,443.0,Dolar
466,5-2019,Banco Consorcio ,Depósito,Depósitos a plazo,476.0,Dolar
467,6-2019,Banco Consorcio ,Depósito,Depósitos a plazo,416.0,Dolar
468,7-2019,Banco Consorcio ,Depósito,Depósitos a plazo,459.0,Dolar
469,8-2019,Banco Consorcio ,Depósito,Depósitos a plazo,414.0,Dolar
470,9-2019,Banco Consorcio ,Depósito,Depósitos a plazo,467.0,Dolar
471,10-2019,Banco Consorcio ,Depósito,Depósitos a plazo,490.0,Dolar
472,11-2019,Banco Consorcio ,Depósito,Depósitos a plazo,458.0,Dolar
473,12-2019,Banco Consorcio ,Depósito,Depósitos a plazo,627.0,Dolar
474,1-2020,Banco Consorcio ,Depósito,Depósitos a plazo,713.0,Dolar
475,2-2020,Banco Consorcio ,Depósito,Depósitos a plazo,683.0,Dolar
476,3-2020,Banco Consorcio ,Depósito,Depósitos a plazo,727.0,Dolar
477,4-2020,Banco Consorcio ,Depósito,Depósitos a plazo,745.0,Dolar
478,5-2020,Banco Consorcio ,Depósito,Depósitos a plazo,714.0,Dolar
479,6-2020,Banco Consorcio ,Depósito,Depósitos a plazo,693.0,Dolar
480,7-2020,Banco Consorcio ,Depósito,Depósitos a plazo,704.0,Dolar
481,8-2020,Banco Consorcio ,Depósito,Depósitos a plazo,775.0,Dolar
482,9-2020,Banco Consorcio ,Depósito,Depósitos a plazo,791.0,Dolar
483,10-2020,Banco Consorcio ,Depósito,Depósitos a plazo,812.0,Dolar
484,11-2020,Banco Consorcio ,Depósito,Depósitos a plazo,784.0,Dolar
485,12-2020,Banco Consorcio ,Depósito,Depósitos a plazo,743.0,Dolar
486,1-2021,Banco Consorcio ,Depósito,Depósitos a plazo,814.0,Dolar
487,2-2021,Banco Consorcio ,Depósito,Depósitos a plazo,850.0,Dolar
488,3-2021,Banco Consorcio ,Depósito,Depósitos a plazo,817.0,Dolar
489,4-2021,Banco Consorcio ,Depósito,Depósitos a plazo,715.0,Dolar
490,5-2021,Banco Consorcio ,Depósito,Depósitos a plazo,705.0,Dolar
491,6-2021,Banco Consorcio ,Depósito,Depósitos a plazo,683.0,Dolar
492,7-2021,Banco Consorcio ,Depósito,Depósitos a plazo,648.0,Dolar
493,8-2021,Banco Consorcio ,Depósito,Depósitos a plazo,594.0,Dolar
494,9-2021,Banco Consorcio ,Depósito,Depósitos a plazo,991.0,Dolar
495,1-2008,Banco Falabella,Depósito,Depósitos a plazo,2.0,Dolar
496,2-2008,Banco Falabella,Depósito,Depósitos a plazo,2.0,Dolar
497,3-2008,Banco Falabella,Depósito,Depósitos a plazo,93.0,Dolar
498,4-2008,Banco Falabella,Depósito,Depósitos a plazo,108.0,Dolar
499,5-2008,Banco Falabella,Depósito,Depósitos a plazo,102.0,Dolar
500,6-2008,Banco Falabella,Depósito,Depósitos a plazo,127.0,Dolar
501,7-2008,Banco Falabella,Depósito,Depósitos a plazo,137.0,Dolar
502,8-2008,Banco Falabella,Depósito,Depósitos a plazo,137.0,Dolar
503,9-2008,Banco Falabella,Depósito,Depósitos a plazo,120.0,Dolar
504,10-2008,Banco Falabella,Depósito,Depósitos a plazo,35.0,Dolar
505,11-2008,Banco Falabella,Depósito,Depósitos a plazo,27.0,Dolar
506,12-2008,Banco Falabella,Depósito,Depósitos a plazo,20.0,Dolar
507,1-2009,Banco Falabella,Depósito,Depósitos a plazo,77.0,Dolar
508,2-2009,Banco Falabella,Depósito,Depósitos a plazo,43.0,Dolar
509,3-2009,Banco Falabella,Depósito,Depósitos a plazo,29.0,Dolar
510,4-2009,Banco Falabella,Depósito,Depósitos a plazo,6.0,Dolar
511,5-2009,Banco Falabella,Depósito,Depósitos a plazo,37.0,Dolar
512,6-2009,Banco Falabella,Depósito,Depósitos a plazo,94.0,Dolar
513,7-2009,Banco Falabella,Depósito,Depósitos a plazo,126.0,Dolar
514,8-2009,Banco Falabella,Depósito,Depósitos a plazo,70.0,Dolar
515,9-2009,Banco Falabella,Depósito,Depósitos a plazo,111.0,Dolar
516,10-2009,Banco Falabella,Depósito,Depósitos a plazo,149.0,Dolar
517,11-2009,Banco Falabella,Depósito,Depósitos a plazo,158.0,Dolar
518,12-2009,Banco Falabella,Depósito,Depósitos a plazo,97.0,Dolar
519,1-2010,Banco Falabella,Depósito,Depósitos a plazo,89.0,Dolar
520,2-2010,Banco Falabella,Depósito,Depósitos a plazo,26.0,Dolar
521,3-2010,Banco Falabella,Depósito,Depósitos a plazo,39.0,Dolar
522,4-2010,Banco Falabella,Depósito,Depósitos a plazo,24.0,Dolar
523,5-2010,Banco Falabella,Depósito,Depósitos a plazo,65.0,Dolar
524,6-2010,Banco Falabella,Depósito,Depósitos a plazo,58.0,Dolar
525,7-2010,Banco Falabella,Depósito,Depósitos a plazo,115.0,Dolar
526,8-2010,Banco Falabella,Depósito,Depósitos a plazo,152.0,Dolar
527,9-2010,Banco Falabella,Depósito,Depósitos a plazo,163.0,Dolar
528,10-2010,Banco Falabella,Depósito,Depósitos a plazo,190.0,Dolar
529,11-2010,Banco Falabella,Depósito,Depósitos a plazo,148.0,Dolar
530,12-2010,Banco Falabella,Depósito,Depósitos a plazo,78.0,Dolar
531,1-2011,Banco Falabella,Depósito,Depósitos a plazo,107.0,Dolar
532,2-2011,Banco Falabella,Depósito,Depósitos a plazo,82.0,Dolar
533,3-2011,Banco Falabella,Depósito,Depósitos a plazo,93.0,Dolar
534,4-2011,Banco Falabella,Depósito,Depósitos a plazo,79.0,Dolar
535,5-2011,Banco Falabella,Depósito,Depósitos a plazo,55.0,Dolar
536,6-2011,Banco Falabella,Depósito,Depósitos a plazo,58.0,Dolar
537,7-2011,Banco Falabella,Depósito,Depósitos a plazo,48.0,Dolar
538,8-2011,Banco Falabella,Depósito,Depósitos a plazo,45.0,Dolar
539,9-2011,Banco Falabella,Depósito,Depósitos a plazo,23.0,Dolar
540,10-2011,Banco Falabella,Depósito,Depósitos a plazo,46.0,Dolar
541,11-2011,Banco Falabella,Depósito,Depósitos a plazo,104.0,Dolar
542,12-2011,Banco Falabella,Depósito,Depósitos a plazo,50.0,Dolar
543,1-2012,Banco Falabella,Depósito,Depósitos a plazo,39.0,Dolar
544,2-2012,Banco Falabella,Depósito,Depósitos a plazo,50.0,Dolar
545,3-2012,Banco Falabella,Depósito,Depósitos a plazo,65.0,Dolar
546,4-2012,Banco Falabella,Depósito,Depósitos a plazo,84.0,Dolar
547,5-2012,Banco Falabella,Depósito,Depósitos a plazo,101.0,Dolar
548,6-2012,Banco Falabella,Depósito,Depósitos a plazo,111.0,Dolar
549,7-2012,Banco Falabella,Depósito,Depósitos a plazo,85.0,Dolar
550,8-2012,Banco Falabella,Depósito,Depósitos a plazo,83.0,Dolar
551,9-2012,Banco Falabella,Depósito,Depósitos a plazo,72.0,Dolar
552,10-2012,Banco Falabella,Depósito,Depósitos a plazo,70.0,Dolar
553,11-2012,Banco Falabella,Depósito,Depósitos a plazo,112.0,Dolar
554,12-2012,Banco Falabella,Depósito,Depósitos a plazo,111.0,Dolar
555,1-2013,Banco Falabella,Depósito,Depósitos a plazo,125.0,Dolar
556,2-2013,Banco Falabella,Depósito,Depósitos a plazo,110.0,Dolar
557,3-2013,Banco Falabella,Depósito,Depósitos a plazo,87.0,Dolar
558,4-2013,Banco Falabella,Depósito,Depósitos a plazo,80.0,Dolar
559,5-2013,Banco Falabella,Depósito,Depósitos a plazo,44.0,Dolar
560,6-2013,Banco Falabella,Depósito,Depósitos a plazo,67.0,Dolar
561,7-2013,Banco Falabella,Depósito,Depósitos a plazo,84.0,Dolar
562,8-2013,Banco Falabella,Depósito,Depósitos a plazo,149.0,Dolar
563,9-2013,Banco Falabella,Depósito,Depósitos a plazo,141.0,Dolar
564,10-2013,Banco Falabella,Depósito,Depósitos a plazo,130.0,Dolar
565,11-2013,Banco Falabella,Depósito,Depósitos a plazo,133.0,Dolar
566,12-2013,Banco Falabella,Depósito,Depósitos a plazo,115.0,Dolar
567,1-2014,Banco Falabella,Depósito,Depósitos a plazo,115.0,Dolar
568,2-2014,Banco Falabella,Depósito,Depósitos a plazo,74.0,Dolar
569,3-2014,Banco Falabella,Depósito,Depósitos a plazo,142.0,Dolar
570,4-2014,Banco Falabella,Depósito,Depósitos a plazo,122.0,Dolar
571,5-2014,Banco Falabella,Depósito,Depósitos a plazo,110.0,Dolar
572,6-2014,Banco Falabella,Depósito,Depósitos a plazo,115.0,Dolar
573,7-2014,Banco Falabella,Depósito,Depósitos a plazo,106.0,Dolar
574,8-2014,Banco Falabella,Depósito,Depósitos a plazo,58.0,Dolar
575,9-2014,Banco Falabella,Depósito,Depósitos a plazo,39.0,Dolar
576,10-2014,Banco Falabella,Depósito,Depósitos a plazo,39.0,Dolar
577,11-2014,Banco Falabella,Depósito,Depósitos a plazo,19.0,Dolar
578,12-2014,Banco Falabella,Depósito,Depósitos a plazo,19.0,Dolar
579,1-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
580,2-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
581,3-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
582,4-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
583,5-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
584,6-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
585,7-2015,Banco Falabella,Depósito,Depósitos a plazo,34.0,Dolar
586,8-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
587,9-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
588,10-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
589,11-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
590,12-2015,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
591,1-2016,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
592,2-2016,Banco Falabella,Depósito,Depósitos a plazo,3.0,Dolar
593,3-2016,Banco Falabella,Depósito,Depósitos a plazo,51.0,Dolar
594,4-2016,Banco Falabella,Depósito,Depósitos a plazo,51.0,Dolar
595,5-2016,Banco Falabella,Depósito,Depósitos a plazo,51.0,Dolar
596,6-2016,Banco Falabella,Depósito,Depósitos a plazo,51.0,Dolar
597,7-2016,Banco Falabella,Depósito,Depósitos a plazo,9.0,Dolar
598,8-2016,Banco Falabella,Depósito,Depósitos a plazo,9.0,Dolar
599,9-2016,Banco Falabella,Depósito,Depósitos a plazo,62.0,Dolar
600,10-2016,Banco Falabella,Depósito,Depósitos a plazo,90.0,Dolar
601,11-2016,Banco Falabella,Depósito,Depósitos a plazo,124.0,Dolar
602,12-2016,Banco Falabella,Depósito,Depósitos a plazo,129.0,Dolar
603,1-2017,Banco Falabella,Depósito,Depósitos a plazo,128.0,Dolar
604,2-2017,Banco Falabella,Depósito,Depósitos a plazo,170.0,Dolar
605,3-2017,Banco Falabella,Depósito,Depósitos a plazo,155.0,Dolar
606,4-2017,Banco Falabella,Depósito,Depósitos a plazo,196.0,Dolar
607,5-2017,Banco Falabella,Depósito,Depósitos a plazo,151.0,Dolar
608,6-2017,Banco Falabella,Depósito,Depósitos a plazo,183.0,Dolar
609,7-2017,Banco Falabella,Depósito,Depósitos a plazo,182.0,Dolar
610,8-2017,Banco Falabella,Depósito,Depósitos a plazo,281.0,Dolar
611,9-2017,Banco Falabella,Depósito,Depósitos a plazo,176.0,Dolar
612,10-2017,Banco Falabella,Depósito,Depósitos a plazo,163.0,Dolar
613,11-2017,Banco Falabella,Depósito,Depósitos a plazo,189.0,Dolar
614,12-2017,Banco Falabella,Depósito,Depósitos a plazo,177.0,Dolar
615,1-2018,Banco Falabella,Depósito,Depósitos a plazo,153.0,Dolar
616,2-2018,Banco Falabella,Depósito,Depósitos a plazo,179.0,Dolar
617,3-2018,Banco Falabella,Depósito,Depósitos a plazo,123.0,Dolar
618,4-2018,Banco Falabella,Depósito,Depósitos a plazo,167.0,Dolar
619,5-2018,Banco Falabella,Depósito,Depósitos a plazo,179.0,Dolar
620,6-2018,Banco Falabella,Depósito,Depósitos a plazo,131.0,Dolar
621,7-2018,Banco Falabella,Depósito,Depósitos a plazo,140.0,Dolar
622,8-2018,Banco Falabella,Depósito,Depósitos a plazo,134.0,Dolar
623,9-2018,Banco Falabella,Depósito,Depósitos a plazo,102.0,Dolar
624,10-2018,Banco Falabella,Depósito,Depósitos a plazo,98.0,Dolar
625,11-2018,Banco Falabella,Depósito,Depósitos a plazo,65.0,Dolar
626,12-2018,Banco Falabella,Depósito,Depósitos a plazo,77.0,Dolar
627,1-2019,Banco Falabella,Depósito,Depósitos a plazo,52.0,Dolar
628,2-2019,Banco Falabella,Depósito,Depósitos a plazo,28.0,Dolar
629,3-2019,Banco Falabella,Depósito,Depósitos a plazo,45.0,Dolar
630,4-2019,Banco Falabella,Depósito,Depósitos a plazo,34.0,Dolar
631,5-2019,Banco Falabella,Depósito,Depósitos a plazo,13.0,Dolar
632,6-2019,Banco Falabella,Depósito,Depósitos a plazo,38.0,Dolar
633,7-2019,Banco Falabella,Depósito,Depósitos a plazo,28.0,Dolar
634,8-2019,Banco Falabella,Depósito,Depósitos a plazo,4.0,Dolar
635,9-2019,Banco Falabella,Depósito,Depósitos a plazo,5.0,Dolar
636,10-2019,Banco Falabella,Depósito,Depósitos a plazo,24.0,Dolar
637,11-2019,Banco Falabella,Depósito,Depósitos a plazo,38.0,Dolar
638,12-2019,Banco Falabella,Depósito,Depósitos a plazo,33.0,Dolar
639,1-2020,Banco Falabella,Depósito,Depósitos a plazo,23.0,Dolar
640,2-2020,Banco Falabella,Depósito,Depósitos a plazo,58.0,Dolar
641,3-2020,Banco Falabella,Depósito,Depósitos a plazo,69.0,Dolar
642,4-2020,Banco Falabella,Depósito,Depósitos a plazo,63.0,Dolar
643,5-2020,Banco Falabella,Depósito,Depósitos a plazo,57.0,Dolar
644,6-2020,Banco Falabella,Depósito,Depósitos a plazo,5.0,Dolar
645,7-2020,Banco Falabella,Depósito,Depósitos a plazo,11.0,Dolar
646,8-2020,Banco Falabella,Depósito,Depósitos a plazo,14.0,Dolar
647,9-2020,Banco Falabella,Depósito,Depósitos a plazo,36.0,Dolar
648,10-2020,Banco Falabella,Depósito,Depósitos a plazo,43.0,Dolar
649,11-2020,Banco Falabella,Depósito,Depósitos a plazo,38.0,Dolar
650,12-2020,Banco Falabella,Depósito,Depósitos a plazo,38.0,Dolar
651,1-2021,Banco Falabella,Depósito,Depósitos a plazo,70.0,Dolar
652,2-2021,Banco Falabella,Depósito,Depósitos a plazo,60.0,Dolar
653,3-2021,Banco Falabella,Depósito,Depósitos a plazo,87.0,Dolar
