,Fecha,Institución Financiera,Tipo,Subtipo,Valor,Tipo de moneda
17589,4-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17590,5-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17591,6-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17592,7-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17593,8-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17594,9-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17595,10-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17596,11-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17597,12-2016,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17598,1-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17599,2-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17600,3-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17601,4-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17602,5-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17603,6-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17604,7-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17605,8-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17606,9-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17607,10-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17608,11-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17609,12-2017,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17610,1-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17611,2-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17612,3-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17613,4-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17614,5-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17615,6-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17616,7-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17617,8-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17618,9-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17619,10-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17620,11-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17621,12-2018,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17622,1-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17623,2-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17624,3-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17625,4-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17626,5-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17627,6-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17628,7-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17629,8-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17630,9-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17631,10-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17632,11-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17633,12-2019,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17634,1-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17635,2-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17636,3-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17637,4-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17638,5-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17639,6-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17640,7-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17641,8-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17642,9-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17643,10-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17644,11-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17645,12-2020,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17646,1-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17647,2-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17648,3-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17649,4-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17650,5-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17651,6-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17652,7-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17653,8-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17654,9-2021,The Bank of Tokyo - Mitsubishi Ufj. Ltd. ,Depósito,Obligaciones en letras de crédito,0.0,Peso Chileno
17655,1-2008,Total,Depósito,Obligaciones en letras de crédito,4574804.0,Peso Chileno
17656,2-2008,Total,Depósito,Obligaciones en letras de crédito,4589192.0,Peso Chileno
17657,3-2008,Total,Depósito,Obligaciones en letras de crédito,4609911.0,Peso Chileno
17658,4-2008,Total,Depósito,Obligaciones en letras de crédito,4484754.0,Peso Chileno
17659,5-2008,Total,Depósito,Obligaciones en letras de crédito,4524164.0,Peso Chileno
17660,6-2008,Total,Depósito,Obligaciones en letras de crédito,4569076.0,Peso Chileno
17661,7-2008,Total,Depósito,Obligaciones en letras de crédito,4454730.0,Peso Chileno
17662,8-2008,Total,Depósito,Obligaciones en letras de crédito,4515192.0,Peso Chileno
17663,9-2008,Total,Depósito,Obligaciones en letras de crédito,4547181.0,Peso Chileno
17664,10-2008,Total,Depósito,Obligaciones en letras de crédito,4389306.0,Peso Chileno
17665,11-2008,Total,Depósito,Obligaciones en letras de crédito,4424898.0,Peso Chileno
17666,12-2008,Total,Depósito,Obligaciones en letras de crédito,4417262.0,Peso Chileno
17667,1-2009,Total,Depósito,Obligaciones en letras de crédito,4210200.0,Peso Chileno
17668,2-2009,Total,Depósito,Obligaciones en letras de crédito,4179376.0,Peso Chileno
17669,3-2009,Total,Depósito,Obligaciones en letras de crédito,4162994.0,Peso Chileno
17670,4-2009,Total,Depósito,Obligaciones en letras de crédito,4043033.0,Peso Chileno
17671,5-2009,Total,Depósito,Obligaciones en letras de crédito,4055401.0,Peso Chileno
17672,6-2009,Total,Depósito,Obligaciones en letras de crédito,4037567.0,Peso Chileno
17673,7-2009,Total,Depósito,Obligaciones en letras de crédito,3937512.0,Peso Chileno
17674,8-2009,Total,Depósito,Obligaciones en letras de crédito,3939868.0,Peso Chileno
17675,9-2009,Total,Depósito,Obligaciones en letras de crédito,3929662.0,Peso Chileno
17676,10-2009,Total,Depósito,Obligaciones en letras de crédito,3828792.0,Peso Chileno
17677,11-2009,Total,Depósito,Obligaciones en letras de crédito,3840598.0,Peso Chileno
17678,12-2009,Total,Depósito,Obligaciones en letras de crédito,3814918.0,Peso Chileno
17679,1-2010,Total,Depósito,Obligaciones en letras de crédito,3656506.0,Peso Chileno
17680,2-2010,Total,Depósito,Obligaciones en letras de crédito,3665844.0,Peso Chileno
17681,3-2010,Total,Depósito,Obligaciones en letras de crédito,3661931.0,Peso Chileno
17682,4-2010,Total,Depósito,Obligaciones en letras de crédito,3540722.0,Peso Chileno
17683,5-2010,Total,Depósito,Obligaciones en letras de crédito,3555873.0,Peso Chileno
17684,6-2010,Total,Depósito,Obligaciones en letras de crédito,3566031.0,Peso Chileno
17685,7-2010,Total,Depósito,Obligaciones en letras de crédito,3431784.0,Peso Chileno
17686,8-2010,Total,Depósito,Obligaciones en letras de crédito,3447338.0,Peso Chileno
17687,9-2010,Total,Depósito,Obligaciones en letras de crédito,3427130.0,Peso Chileno
17688,10-2010,Total,Depósito,Obligaciones en letras de crédito,3308539.0,Peso Chileno
17689,11-2010,Total,Depósito,Obligaciones en letras de crédito,3306363.0,Peso Chileno
17690,12-2010,Total,Depósito,Obligaciones en letras de crédito,3288972.0,Peso Chileno
17691,1-2011,Total,Depósito,Obligaciones en letras de crédito,3150539.0,Peso Chileno
17692,2-2011,Total,Depósito,Obligaciones en letras de crédito,3154483.0,Peso Chileno
17693,3-2011,Total,Depósito,Obligaciones en letras de crédito,3147631.0,Peso Chileno
17694,4-2011,Total,Depósito,Obligaciones en letras de crédito,3050011.0,Peso Chileno
17695,5-2011,Total,Depósito,Obligaciones en letras de crédito,3063905.0,Peso Chileno
17696,6-2011,Total,Depósito,Obligaciones en letras de crédito,3063850.0,Peso Chileno
17697,7-2011,Total,Depósito,Obligaciones en letras de crédito,2955782.0,Peso Chileno
17698,8-2011,Total,Depósito,Obligaciones en letras de crédito,2958183.0,Peso Chileno
17699,9-2011,Total,Depósito,Obligaciones en letras de crédito,2949718.0,Peso Chileno
17700,10-2011,Total,Depósito,Obligaciones en letras de crédito,2850071.0,Peso Chileno
17701,11-2011,Total,Depósito,Obligaciones en letras de crédito,2862197.0,Peso Chileno
17702,12-2011,Total,Depósito,Obligaciones en letras de crédito,2859249.0,Peso Chileno
17703,1-2012,Total,Depósito,Obligaciones en letras de crédito,2765983.0,Peso Chileno
17704,2-2012,Total,Depósito,Obligaciones en letras de crédito,2771238.0,Peso Chileno
17705,3-2012,Total,Depósito,Obligaciones en letras de crédito,2763529.0,Peso Chileno
17706,4-2012,Total,Depósito,Obligaciones en letras de crédito,2668065.0,Peso Chileno
17707,5-2012,Total,Depósito,Obligaciones en letras de crédito,2668100.0,Peso Chileno
17708,6-2012,Total,Depósito,Obligaciones en letras de crédito,2659536.0,Peso Chileno
17709,7-2012,Total,Depósito,Obligaciones en letras de crédito,2558484.0,Peso Chileno
17710,8-2012,Total,Depósito,Obligaciones en letras de crédito,2540682.0,Peso Chileno
17711,9-2012,Total,Depósito,Obligaciones en letras de crédito,2543141.0,Peso Chileno
17712,10-2012,Total,Depósito,Obligaciones en letras de crédito,2459444.0,Peso Chileno
17713,11-2012,Total,Depósito,Obligaciones en letras de crédito,2478735.0,Peso Chileno
17714,12-2012,Total,Depósito,Obligaciones en letras de crédito,2467517.0,Peso Chileno
17715,1-2013,Total,Depósito,Obligaciones en letras de crédito,2367686.0,Peso Chileno
17716,2-2013,Total,Depósito,Obligaciones en letras de crédito,2377272.0,Peso Chileno
17717,3-2013,Total,Depósito,Obligaciones en letras de crédito,2370881.0,Peso Chileno
17718,4-2013,Total,Depósito,Obligaciones en letras de crédito,2290173.0,Peso Chileno
17719,5-2013,Total,Depósito,Obligaciones en letras de crédito,2285895.0,Peso Chileno
17720,6-2013,Total,Depósito,Obligaciones en letras de crédito,2272584.0,Peso Chileno
17721,7-2013,Total,Depósito,Obligaciones en letras de crédito,2198770.0,Peso Chileno
17722,8-2013,Total,Depósito,Obligaciones en letras de crédito,2207438.0,Peso Chileno
17723,9-2013,Total,Depósito,Obligaciones en letras de crédito,2199637.0,Peso Chileno
17724,10-2013,Total,Depósito,Obligaciones en letras de crédito,2116957.0,Peso Chileno
17725,11-2013,Total,Depósito,Obligaciones en letras de crédito,2118910.0,Peso Chileno
17726,12-2013,Total,Depósito,Obligaciones en letras de crédito,2111508.0,Peso Chileno
17727,1-2014,Total,Depósito,Obligaciones en letras de crédito,2049646.0,Peso Chileno
17728,2-2014,Total,Depósito,Obligaciones en letras de crédito,2054900.0,Peso Chileno
17729,3-2014,Total,Depósito,Obligaciones en letras de crédito,2049805.0,Peso Chileno
17730,4-2014,Total,Depósito,Obligaciones en letras de crédito,1986775.0,Peso Chileno
17731,5-2014,Total,Depósito,Obligaciones en letras de crédito,2001189.0,Peso Chileno
17732,6-2014,Total,Depósito,Obligaciones en letras de crédito,2006168.0,Peso Chileno
17733,7-2014,Total,Depósito,Obligaciones en letras de crédito,1931994.0,Peso Chileno
17734,8-2014,Total,Depósito,Obligaciones en letras de crédito,1936786.0,Peso Chileno
17735,9-2014,Total,Depósito,Obligaciones en letras de crédito,1938055.0,Peso Chileno
17736,10-2014,Total,Depósito,Obligaciones en letras de crédito,1872340.0,Peso Chileno
17737,11-2014,Total,Depósito,Obligaciones en letras de crédito,1890664.0,Peso Chileno
17738,12-2014,Total,Depósito,Obligaciones en letras de crédito,1886720.0,Peso Chileno
17739,1-2015,Total,Depósito,Obligaciones en letras de crédito,1803793.0,Peso Chileno
17740,2-2015,Total,Depósito,Obligaciones en letras de crédito,1803743.0,Peso Chileno
17741,3-2015,Total,Depósito,Obligaciones en letras de crédito,1801258.0,Peso Chileno
17742,4-2015,Total,Depósito,Obligaciones en letras de crédito,1739277.0,Peso Chileno
17743,5-2015,Total,Depósito,Obligaciones en letras de crédito,1750859.0,Peso Chileno
17744,6-2015,Total,Depósito,Obligaciones en letras de crédito,1747788.0,Peso Chileno
17745,7-2015,Total,Depósito,Obligaciones en letras de crédito,1684730.0,Peso Chileno
17746,8-2015,Total,Depósito,Obligaciones en letras de crédito,1693113.0,Peso Chileno
17747,9-2015,Total,Depósito,Obligaciones en letras de crédito,1694324.0,Peso Chileno
17748,10-2015,Total,Depósito,Obligaciones en letras de crédito,1632925.0,Peso Chileno
17749,11-2015,Total,Depósito,Obligaciones en letras de crédito,1639160.0,Peso Chileno
17750,12-2015,Total,Depósito,Obligaciones en letras de crédito,1633436.0,Peso Chileno
17751,1-2016,Total,Depósito,Obligaciones en letras de crédito,1564428.0,Peso Chileno
17752,2-2016,Total,Depósito,Obligaciones en letras de crédito,1574980.0,Peso Chileno
17753,3-2016,Total,Depósito,Obligaciones en letras de crédito,1574974.0,Peso Chileno
17754,4-2016,Total,Depósito,Obligaciones en letras de crédito,1546853.0,Peso Chileno
17755,5-2016,Total,Depósito,Obligaciones en letras de crédito,1553695.0,Peso Chileno
17756,6-2016,Total,Depósito,Obligaciones en letras de crédito,1549126.0,Peso Chileno
17757,7-2016,Total,Depósito,Obligaciones en letras de crédito,1489356.0,Peso Chileno
17758,8-2016,Total,Depósito,Obligaciones en letras de crédito,1496171.0,Peso Chileno
17759,9-2016,Total,Depósito,Obligaciones en letras de crédito,1491831.0,Peso Chileno
17760,10-2016,Total,Depósito,Obligaciones en letras de crédito,1435691.0,Peso Chileno
17761,11-2016,Total,Depósito,Obligaciones en letras de crédito,1434616.0,Peso Chileno
17762,12-2016,Total,Depósito,Obligaciones en letras de crédito,1429354.0,Peso Chileno
17763,1-2017,Total,Depósito,Obligaciones en letras de crédito,1365252.0,Peso Chileno
17764,2-2017,Total,Depósito,Obligaciones en letras de crédito,1370635.0,Peso Chileno
17765,3-2017,Total,Depósito,Obligaciones en letras de crédito,1370804.0,Peso Chileno
17766,4-2017,Total,Depósito,Obligaciones en letras de crédito,1323456.0,Peso Chileno
17767,5-2017,Total,Depósito,Obligaciones en letras de crédito,1330879.0,Peso Chileno
17768,6-2017,Total,Depósito,Obligaciones en letras de crédito,1328992.0,Peso Chileno
17769,7-2017,Total,Depósito,Obligaciones en letras de crédito,1271586.0,Peso Chileno
17770,8-2017,Total,Depósito,Obligaciones en letras de crédito,1279332.0,Peso Chileno
17771,9-2017,Total,Depósito,Obligaciones en letras de crédito,1276889.0,Peso Chileno
17772,10-2017,Total,Depósito,Obligaciones en letras de crédito,1220393.0,Peso Chileno
17773,11-2017,Total,Depósito,Obligaciones en letras de crédito,1225521.0,Peso Chileno
17774,12-2017,Total,Depósito,Obligaciones en letras de crédito,1218703.0,Peso Chileno
17775,1-2018,Total,Depósito,Obligaciones en letras de crédito,1178152.0,Peso Chileno
17776,2-2018,Total,Depósito,Obligaciones en letras de crédito,1183491.0,Peso Chileno
17777,3-2018,Total,Depósito,Obligaciones en letras de crédito,1188199.0,Peso Chileno
17778,4-2018,Total,Depósito,Obligaciones en letras de crédito,1150873.0,Peso Chileno
17779,5-2018,Total,Depósito,Obligaciones en letras de crédito,1156890.0,Peso Chileno
17780,6-2018,Total,Depósito,Obligaciones en letras de crédito,1152022.0,Peso Chileno
17781,7-2018,Total,Depósito,Obligaciones en letras de crédito,1103575.0,Peso Chileno
17782,8-2018,Total,Depósito,Obligaciones en letras de crédito,1105586.0,Peso Chileno
17783,9-2018,Total,Depósito,Obligaciones en letras de crédito,1103183.0,Peso Chileno
17784,10-2018,Total,Depósito,Obligaciones en letras de crédito,1059667.0,Peso Chileno
17785,11-2018,Total,Depósito,Obligaciones en letras de crédito,1065130.0,Peso Chileno
17786,12-2018,Total,Depósito,Obligaciones en letras de crédito,1065065.0,Peso Chileno
17787,1-2019,Total,Depósito,Obligaciones en letras de crédito,1043633.0,Peso Chileno
17788,2-2019,Total,Depósito,Obligaciones en letras de crédito,1042660.0,Peso Chileno
17789,3-2019,Total,Depósito,Obligaciones en letras de crédito,1046971.0,Peso Chileno
17790,4-2019,Total,Depósito,Obligaciones en letras de crédito,1006335.0,Peso Chileno
17791,5-2019,Total,Depósito,Obligaciones en letras de crédito,1008980.0,Peso Chileno
17792,6-2019,Total,Depósito,Obligaciones en letras de crédito,1008869.0,Peso Chileno
17793,7-2019,Total,Depósito,Obligaciones en letras de crédito,986839.0,Peso Chileno
17794,8-2019,Total,Depósito,Obligaciones en letras de crédito,988206.0,Peso Chileno
17795,9-2019,Total,Depósito,Obligaciones en letras de crédito,984145.0,Peso Chileno
17796,10-2019,Total,Depósito,Obligaciones en letras de crédito,940521.0,Peso Chileno
17797,11-2019,Total,Depósito,Obligaciones en letras de crédito,946033.0,Peso Chileno
17798,12-2019,Total,Depósito,Obligaciones en letras de crédito,943217.0,Peso Chileno
17799,1-2020,Total,Depósito,Obligaciones en letras de crédito,903943.0,Peso Chileno
17800,2-2020,Total,Depósito,Obligaciones en letras de crédito,907639.0,Peso Chileno
17801,3-2020,Total,Depósito,Obligaciones en letras de crédito,905840.0,Peso Chileno
17802,4-2020,Total,Depósito,Obligaciones en letras de crédito,867897.0,Peso Chileno
17803,5-2020,Total,Depósito,Obligaciones en letras de crédito,868305.0,Peso Chileno
17804,6-2020,Total,Depósito,Obligaciones en letras de crédito,883716.0,Peso Chileno
17805,7-2020,Total,Depósito,Obligaciones en letras de crédito,842796.0,Peso Chileno
17806,8-2020,Total,Depósito,Obligaciones en letras de crédito,847481.0,Peso Chileno
17807,9-2020,Total,Depósito,Obligaciones en letras de crédito,842245.0,Peso Chileno
17808,10-2020,Total,Depósito,Obligaciones en letras de crédito,807208.0,Peso Chileno
17809,11-2020,Total,Depósito,Obligaciones en letras de crédito,812187.0,Peso Chileno
17810,12-2020,Total,Depósito,Obligaciones en letras de crédito,806571.0,Peso Chileno
17811,1-2021,Total,Depósito,Obligaciones en letras de crédito,767093.0,Peso Chileno
17812,2-2021,Total,Depósito,Obligaciones en letras de crédito,770976.0,Peso Chileno
17813,3-2021,Total,Depósito,Obligaciones en letras de crédito,767707.0,Peso Chileno
17814,4-2021,Total,Depósito,Obligaciones en letras de crédito,727002.0,Peso Chileno
17815,5-2021,Total,Depósito,Obligaciones en letras de crédito,727523.0,Peso Chileno
17816,6-2021,Total,Depósito,Obligaciones en letras de crédito,722667.0,Peso Chileno
17817,7-2021,Total,Depósito,Obligaciones en letras de crédito,688039.0,Peso Chileno
17818,8-2021,Total,Depósito,Obligaciones en letras de crédito,691844.0,Peso Chileno
17819,9-2021,Total,Depósito,Obligaciones en letras de crédito,694502.0,Peso Chileno
17820,1-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17821,2-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17822,3-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17823,4-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17824,5-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17825,6-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17826,7-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17827,8-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17828,9-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17829,10-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17830,11-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17831,12-2008,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17832,1-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17833,2-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17834,3-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17835,4-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17836,5-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17837,6-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17838,7-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17839,8-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17840,9-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17841,10-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17842,11-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17843,12-2009,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17844,1-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17845,2-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17846,3-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17847,4-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17848,5-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17849,6-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17850,7-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17851,8-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17852,9-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17853,10-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17854,11-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
17855,12-2010,Banco BTG Pactual Chile ,Depósito,Ventas de títulos con pacto de retrocompra,0.0,Peso Chileno
